file,vertices
np_training_files/TROPOMISO2_20220531T014129__SAA=-154_SZA=28.npy,"[[(136, 340), (131, 339), (130, 337), (126, 334), (123, 330), (121, 329), (102, 310), (101, 305), (98, 301), (97, 294), (95, 293), (94, 283), (92, 282), (90, 275), (88, 274), (87, 269), (84, 266), (83, 261), (81, 260), (81, 257), (79, 255), (79, 250), (77, 249), (78, 244), (83, 244), (84, 248), (87, 250), (88, 255), (90, 256), (92, 262), (97, 267), (99, 274), (101, 275), (103, 285), (108, 291), (108, 295), (110, 300), (113, 302), (114, 306), (123, 311), (126, 315), (134, 319), (138, 324), (139, 328), (142, 330), (141, 334), (138, 337), (143, 337), (143, 339), (136, 340)], [(70, 282), (66, 282), (65, 279), (59, 273), (58, 269), (56, 268), (54, 264), (48, 262), (46, 256), (43, 255), (43, 246), (47, 246), (54, 253), (56, 256), (61, 257), (64, 261), (70, 271), (70, 274), (72, 275), (72, 281), (70, 282)], [(208, 348), (202, 347), (201, 345), (197, 344), (187, 343), (186, 341), (180, 337), (178, 331), (176, 330), (176, 327), (174, 326), (174, 324), (178, 321), (178, 313), (176, 312), (174, 305), (168, 297), (167, 283), (165, 282), (166, 277), (172, 275), (173, 277), (182, 282), (184, 285), (189, 285), (193, 286), (194, 288), (198, 288), (200, 290), (202, 293), (205, 293), (206, 295), (212, 297), (213, 299), (224, 301), (228, 304), (234, 304), (235, 306), (238, 307), (252, 307), (256, 306), (257, 304), (279, 304), (286, 299), (290, 299), (294, 296), (299, 296), (301, 293), (304, 293), (307, 290), (321, 288), (321, 286), (326, 284), (327, 282), (340, 282), (341, 285), (339, 292), (332, 300), (318, 301), (317, 303), (313, 303), (311, 305), (310, 312), (315, 319), (328, 319), (329, 322), (328, 325), (324, 326), (319, 330), (316, 330), (315, 332), (308, 332), (307, 330), (293, 328), (292, 326), (283, 326), (279, 323), (269, 323), (268, 325), (261, 326), (253, 325), (252, 323), (224, 321), (223, 319), (217, 317), (216, 315), (209, 315), (208, 321), (211, 322), (213, 329), (215, 330), (216, 341), (215, 344), (208, 348)], [(24, 262)], [(24, 262), (25, 261), (25, 257), (23, 253), (20, 247), (17, 243), (16, 241), (11, 239), (7, 236), (5, 240), (7, 242), (12, 245), (15, 249), (17, 253), (20, 257), (21, 260), (21, 262)]]"
np_training_files/TROPOMISO2_20210719T002737__SAA=-169_SZA=37.npy,"[[(79, 110), (75, 109), (76, 103), (87, 92), (92, 92), (95, 96), (94, 101), (89, 103), (83, 109), (79, 110)], [(132, 110), (122, 110), (117, 108), (115, 109), (114, 104), (123, 101), (126, 95), (135, 94), (136, 92), (147, 92), (148, 94), (152, 94), (153, 96), (154, 102), (152, 105), (144, 106), (142, 109), (137, 108), (132, 110)], [(98, 75), (98, 81), (105, 87), (110, 84), (110, 81)]]"
np_training_files/TROPOMISO2_20210422T011803__SAA=-166_SZA=43.npy,"[[(87, 244), (80, 244), (79, 241), (74, 241), (72, 238), (68, 237), (66, 231), (73, 229), (80, 231), (82, 234), (84, 235), (84, 238), (87, 241), (87, 244)], [(293, 68), (294, 74), (296, 77), (302, 79), (305, 83), (309, 83), (309, 79), (305, 76), (301, 74), (299, 69)], [(278, 27), (275, 29), (275, 34), (279, 34), (283, 31), (282, 27)], [(278, 27), (275, 29), (275, 34), (279, 34), (283, 31), (282, 27)], [(24, 200), (27, 203), (31, 200), (27, 199)]]"
np_training_files/TROPOMISO2_20210309T014330__SAA=-171_SZA=59.npy,"[[(149, 209), (140, 207), (138, 204), (139, 198), (141, 197), (144, 191), (149, 189), (150, 187), (156, 186), (159, 183), (163, 182), (166, 175), (179, 175), (181, 178), (183, 179), (178, 187), (172, 189), (167, 196), (159, 198), (156, 202), (153, 203), (152, 207), (149, 209)], [(73, 153), (78, 151), (82, 148), (77, 141), (68, 150)]]"
np_training_files/TROPOMISO2_20210607T015701__SAA=-168_SZA=37.npy,"[[(135, 68), (128, 68), (127, 66), (124, 65), (123, 58), (120, 57), (119, 54), (120, 42), (121, 46), (124, 46), (127, 49), (130, 58), (134, 62), (135, 68)]]"
np_training_files/TROPOMISO2_20210731T234310__SAA=-169_SZA=39.npy,"[[(22, 139), (21, 134), (24, 130), (16, 128), (17, 123), (27, 120), (32, 126), (35, 133), (44, 145), (52, 150), (55, 144), (65, 143), (69, 151), (59, 153), (48, 161), (33, 151), (30, 143)]]"
np_training_files/TROPOMISO2_20220903T002245__SAA=-171_SZA=53.npy,[]
np_training_files/TROPOMISO2_20200619T003331__SAA=-162_SZA=31.npy,"[[(299, 35), (294, 35), (288, 26), (279, 26), (279, 23), (277, 21), (279, 10), (282, 7), (288, 7), (291, 10), (297, 12), (296, 14), (299, 16), (301, 24), (303, 25), (301, 27), (301, 31), (299, 35)], [(131, 136), (126, 136), (121, 134), (121, 126), (126, 120), (130, 119), (132, 116), (139, 116), (141, 118), (142, 123), (140, 123), (136, 128), (135, 134), (134, 135), (132, 134), (131, 136)], [(123, 130), (123, 135), (130, 137), (138, 129), (138, 125), (143, 120), (134, 117), (131, 125)]]"
np_training_files/TROPOMISO2_20220328T014021__SAA=-159_SZA=40.npy,[]
np_training_files/TROPOMISO2_20200907T021409__SAA=-164_SZA=47.npy,"[[(273, 227), (265, 227), (263, 226), (263, 221), (265, 219), (274, 220), (274, 226), (273, 227)], [(198, 163), (197, 158), (202, 152), (204, 154), (203, 161), (201, 163)], [(130, 129), (133, 128), (134, 129), (133, 131), (130, 131)]]"
np_training_files/TROPOMISO2_20200515T013139__SAA=-165_SZA=39.npy,"[[(103, 179), (99, 179), (97, 175), (92, 174), (91, 172), (81, 172), (76, 171), (75, 169), (55, 167), (48, 161), (46, 154), (44, 153), (46, 152), (46, 140), (43, 136), (37, 135), (36, 128), (30, 128), (29, 126), (24, 123), (24, 107), (26, 104), (33, 103), (37, 101), (41, 94), (46, 92), (46, 112), (61, 126), (62, 131), (65, 135), (65, 139), (61, 144), (62, 147), (67, 152), (70, 154), (74, 160), (92, 161), (93, 164), (97, 164), (98, 168), (97, 172), (101, 173), (103, 177), (103, 179)]]"
np_training_files/TROPOMISO2_20210831T002209__SAA=-171_SZA=51.npy,"[[(92, 43), (76, 42), (75, 40), (70, 39), (70, 33), (77, 28), (88, 29), (89, 31), (94, 32), (95, 36), (95, 40), (92, 43)], [(144, 13), (144, 16), (150, 20), (154, 17), (153, 15)], [(96, 21), (96, 23), (106, 26), (108, 23), (104, 19)]]"
np_training_files/TROPOMISO2_20220429T000256__SAA=-166_SZA=43.npy,[]
np_training_files/TROPOMISO2_20200519T001318__SAA=-156_SZA=31.npy,"[[(57, 253), (59, 259), (87, 250), (83, 242)], [(57, 253), (59, 259), (87, 250), (83, 242)]]"
np_training_files/TROPOMISO2_20210415T000653__SAA=-162_SZA=41.npy,"[[(39, 251), (39, 242), (50, 237), (54, 226), (55, 210), (57, 210), (63, 215), (63, 225), (59, 230), (58, 237), (48, 250), (40, 253)]]"
np_training_files/TROPOMISO2_20220315T004521__SAA=-167_SZA=52.npy,[]
np_training_files/TROPOMISO2_20210828T231709__SAA=-166_SZA=46.npy,"[[(139, 281), (135, 281), (130, 275), (134, 261), (131, 260), (130, 257), (125, 257), (121, 255), (120, 253), (109, 252), (106, 247), (111, 242), (119, 241), (123, 242), (124, 244), (135, 246), (142, 253), (143, 255), (146, 257), (147, 267), (139, 281)], [(90, 286), (88, 290), (91, 292), (98, 292), (101, 288), (98, 287), (94, 285)], [(21, 194), (21, 191), (35, 190), (34, 195)], [(133, 210), (129, 208), (116, 215), (115, 235), (136, 238), (145, 229), (140, 216)]]"
np_training_files/TROPOMISO2_20210705T233034__SAA=-168_SZA=35.npy,[]
np_training_files/TROPOMISO2_20220612T231610__SAA=-158_SZA=29.npy,[]
np_training_files/TROPOMISO2_20200903T014909__SAA=-166_SZA=47.npy,"[[(179, 223), (180, 226), (194, 220), (205, 213), (209, 206), (204, 203), (199, 209), (193, 213)], [(163, 217), (166, 216), (172, 213), (181, 209), (183, 205), (178, 202), (172, 207), (162, 212)]]"
np_training_files/TROPOMISO2_20210509T005803__SAA=-160_SZA=36.npy,[]
np_training_files/TROPOMISO2_20210805T000716__SAA=-165_SZA=36.npy,"[[(124, 227), (114, 227), (111, 226), (110, 224), (104, 223), (99, 219), (97, 213), (95, 212), (92, 203), (88, 202), (90, 198), (93, 196), (103, 196), (115, 208), (119, 209), (124, 219), (125, 226), (124, 227)], [(36, 203), (43, 202), (49, 195), (44, 191), (34, 198)]]"
np_training_files/TROPOMISO2_20210306T225830__SAA=-171_SZA=60.npy,"[[(126, 219), (136, 213), (140, 206), (138, 203), (123, 214)]]"
np_training_files/TROPOMISO2_20220409T011521__SAA=-157_SZA=38.npy,"[[(300, 328), (299, 331), (293, 333), (286, 335), (284, 338), (287, 341), (292, 341), (296, 338), (302, 335), (310, 334), (312, 329), (311, 325), (304, 326)]]"
np_training_files/TROPOMISO2_20210529T012201__SAA=-153_SZA=28.npy,"[[(18, 330), (12, 330), (10, 329), (10, 323), (15, 318), (22, 318), (21, 329), (18, 330)], [(319, 230), (317, 224), (312, 222), (313, 216), (323, 221), (324, 229)]]"
np_training_files/TROPOMISO2_20200711T015908__SAA=-150_SZA=24.npy,"[[(0, 87), (13, 69), (21, 52), (52, 31), (61, 1), (3, 16), (17, 16), (30, 15), (20, 27), (6, 38), (-1, 48)], [(5, 17), (1, 2), (3, 2), (3, 2), (3, 2), (37, 0), (37, 2), (34, 0), (34, 2), (57, 17)]]"
np_training_files/TROPOMISO2_20210914T005709__SAA=-161_SZA=47.npy,"[[(251, 232), (241, 231), (235, 223), (237, 219), (248, 221)]]"
np_training_files/TROPOMISO2_20210922T000709__SAA=-163_SZA=52.npy,"[[(30, 227), (34, 224), (34, 221), (30, 220), (24, 222), (23, 225)]]"
np_training_files/TROPOMISO2_20200625T015925__SAA=-148_SZA=23.npy,"[[(32, 0), (31, 9), (24, 17), (16, 18), (14, 21), (0, 21)], [(95, 259), (89, 259), (84, 256), (83, 252), (81, 251), (83, 249), (83, 246), (85, 244), (90, 244), (91, 242), (105, 242), (105, 245), (108, 247), (108, 252), (104, 253), (102, 256), (96, 257), (95, 259)], [(46, 315), (43, 315), (42, 313), (40, 312), (40, 309), (37, 307), (35, 304), (33, 306), (32, 304), (31, 306), (29, 306), (28, 304), (25, 304), (25, 298), (31, 295), (33, 291), (37, 288), (44, 290), (49, 296), (54, 297), (54, 300), (58, 302), (57, 308), (54, 311), (49, 312), (46, 315)], [(92, 325), (88, 325), (87, 323), (81, 323), (80, 325), (76, 325), (75, 323), (69, 323), (68, 320), (66, 319), (68, 318), (68, 315), (71, 312), (81, 312), (82, 314), (90, 315), (95, 320), (92, 325)], [(147, 350), (146, 348), (141, 348), (142, 342), (145, 340), (147, 336), (152, 336), (152, 340), (150, 341), (149, 348), (147, 350)], [(1, 18), (0, 18), (24, 18), (27, 2), (2, 1), (0, 4)]]"
np_training_files/TROPOMISO2_20200827T003909__SAA=-165_SZA=44.npy,"[[(160, 150), (148, 149), (147, 142), (157, 141), (161, 143), (161, 149), (160, 150)]]"
np_training_files/TROPOMISO2_20220920T234314__SAA=-166_SZA=55.npy,[]
np_training_files/TROPOMISO2_20220323T013521__SAA=-164_SZA=46.npy,"[[(60, 332), (58, 330), (53, 330), (51, 331), (51, 334), (56, 335), (59, 335)]]"
np_training_files/TROPOMISO2_20220628T011649__SAA=-159_SZA=29.npy,"[[(70, 328), (63, 328), (58, 325), (57, 321), (48, 322), (44, 319), (42, 314), (43, 308), (48, 306), (49, 304), (54, 303), (55, 301), (64, 300), (69, 307), (70, 319), (73, 322), (70, 328)]]"
np_training_files/TROPOMISO2_20220810T011218__SAA=-168_SZA=41.npy,"[[(119, 289), (107, 288), (105, 285), (101, 285), (101, 279), (102, 275), (110, 268), (124, 266), (135, 275), (136, 282), (134, 285), (125, 285), (123, 288), (119, 289)]]"
np_training_files/TROPOMISO2_20220701T020149__SAA=-162_SZA=31.npy,"[[(190, 90), (179, 90), (178, 88), (166, 87), (163, 84), (158, 83), (157, 77), (161, 73), (168, 73), (177, 65), (189, 64), (190, 62), (197, 61), (207, 62), (209, 68), (211, 69), (205, 75), (198, 77), (194, 81), (194, 84), (190, 90)], [(84, 135), (78, 135), (75, 130), (70, 130), (66, 132), (64, 135), (52, 135), (47, 134), (44, 131), (41, 131), (40, 129), (42, 128), (43, 125), (50, 123), (51, 121), (57, 121), (62, 117), (68, 116), (69, 114), (91, 114), (92, 120), (94, 121), (94, 127), (87, 134), (84, 135)], [(32, 172), (25, 171), (24, 161), (28, 156), (29, 147), (33, 143), (37, 143), (39, 146), (39, 150), (37, 151), (37, 168), (35, 171), (32, 172)], [(214, 230), (218, 229), (224, 220), (222, 218), (212, 225)]]"
np_training_files/TROPOMISO2_20200814T012311__SAA=-164_SZA=38.npy,"[[(85, 295), (72, 307), (74, 311), (76, 310), (90, 298), (88, 295)], [(68, 287), (72, 292), (71, 295), (67, 296), (66, 300), (66, 303), (62, 302), (61, 298), (62, 293), (65, 290)]]"
np_training_files/TROPOMISO2_20220614T003610__SAA=-144_SZA=22.npy,"[[(226, 310), (223, 310), (222, 308), (216, 306), (216, 297), (219, 296), (222, 298), (226, 310)], [(207, 342), (223, 323), (215, 311), (213, 296), (223, 291), (227, 302), (235, 294), (250, 296), (260, 301), (260, 307), (244, 314), (243, 319), (238, 327), (238, 335), (230, 339), (217, 344), (208, 348)]]"
np_training_files/TROPOMISO2_20220611T013610__SAA=-160_SZA=31.npy,"[[(51, 208), (47, 207), (46, 202), (43, 202), (44, 201), (42, 192), (45, 186), (50, 186), (53, 190), (55, 195), (54, 205), (51, 208)], [(143, 260), (132, 260), (128, 259), (127, 257), (118, 257), (116, 256), (116, 252), (122, 246), (127, 246), (128, 244), (141, 246), (142, 251), (145, 253), (145, 259), (143, 260)]]"
np_training_files/TROPOMISO2_20220309T230021__SAA=-174_SZA=63.npy,[]
np_training_files/TROPOMISO2_20200324T010350__SAA=-165_SZA=47.npy,[]
np_training_files/TROPOMISO2_20210611T022116__SAA=-164_SZA=33.npy,"[[(191, 65), (173, 65), (169, 64), (169, 47), (167, 41), (165, 40), (167, 38), (164, 35), (164, 30), (169, 26), (176, 24), (187, 24), (196, 29), (197, 35), (196, 36), (190, 37), (189, 39), (183, 41), (183, 48), (187, 48), (187, 51), (190, 51), (192, 54), (196, 54), (197, 56), (197, 62), (191, 65)], [(225, 91), (228, 97), (245, 94), (243, 84), (232, 85)]]"
np_training_files/TROPOMISO2_20210512T000303__SAA=-168_SZA=42.npy,"[[(239, 46), (243, 46), (246, 45), (245, 42), (241, 39), (238, 40), (237, 43)]]"
np_training_files/TROPOMISO2_20210424T003803__SAA=-159_SZA=37.npy,"[[(112, 209), (100, 208), (99, 206), (101, 205), (99, 203), (109, 198), (113, 202), (114, 207), (112, 209)], [(161, 246), (144, 246), (137, 244), (135, 241), (129, 240), (123, 235), (118, 234), (117, 230), (122, 224), (125, 223), (130, 224), (132, 227), (152, 227), (156, 231), (156, 234), (160, 238), (161, 244), (163, 245), (161, 246)], [(233, 230), (218, 233), (210, 243), (214, 249), (223, 239), (227, 239), (235, 236)]]"
np_training_files/TROPOMISO2_20210306T005830__SAA=-170_SZA=59.npy,[]
np_training_files/TROPOMISO2_20210516T002803__SAA=-167_SZA=39.npy,"[[(97, 50), (97, 57), (102, 57), (109, 49), (111, 44), (102, 42), (101, 46)]]"
np_training_files/TROPOMISO2_20200620T235831__SAA=-175_SZA=41.npy,[]
np_training_files/TROPOMISO2_20220312T014021__SAA=-163_SZA=46.npy,[]
np_training_files/TROPOMISO2_20210522T015651__SAA=-167_SZA=38.npy,"[[(189, 117), (188, 102), (191, 100), (194, 104), (195, 117)], [(117, 62), (114, 56), (117, 53), (120, 57)], [(117, 62), (114, 56), (117, 53), (120, 57)], [(58, 37), (53, 23), (64, 26)]]"
np_training_files/TROPOMISO2_20220709T231117__SAA=-166_SZA=33.npy,[]
np_training_files/TROPOMISO2_20210425T002303__SAA=-172_SZA=49.npy,[]
np_training_files/TROPOMISO2_20220327T020021__SAA=-162_SZA=44.npy,"[[(134, 351), (132, 350), (132, 348), (132, 346), (134, 345), (125, 338), (127, 337), (128, 334), (135, 332), (139, 324), (143, 322), (149, 323), (150, 329), (157, 330), (158, 332), (169, 332), (172, 335), (171, 347), (165, 351)]]"
np_training_files/TROPOMISO2_20220422T021256__SAA=-156_SZA=35.npy,"[[(201, 306), (201, 312), (210, 311), (210, 303)]]"
np_training_files/TROPOMISO2_20210502T233303__SAA=-175_SZA=49.npy,[]
np_training_files/TROPOMISO2_20220810T231218__SAA=-170_SZA=43.npy,[]
np_training_files/TROPOMISO2_20200321T001850__SAA=-164_SZA=47.npy,[]
np_training_files/TROPOMISO2_20210823T231135__SAA=-169_SZA=46.npy,[]
np_training_files/TROPOMISO2_20220605T015110__SAA=-169_SZA=38.npy,"[[(47, 0), (44, 2), (50, 2), (51, 6), (54, 7), (68, 7), (70, 10), (70, 13), (69, 15), (66, 16), (65, 20), (60, 22), (59, 24), (49, 26), (43, 33), (43, 35), (40, 37), (40, 39), (36, 40), (35, 42), (27, 39), (22, 35), (22, 16), (18, 11), (18, 0)], [(91, 32), (84, 31), (84, 26), (81, 23), (85, 18), (94, 23), (94, 31), (91, 32)], [(175, 92), (170, 92), (164, 86), (154, 86), (153, 84), (146, 84), (143, 81), (137, 79), (135, 76), (132, 76), (131, 74), (129, 73), (128, 71), (121, 65), (121, 58), (125, 57), (130, 59), (135, 64), (142, 66), (143, 68), (152, 69), (159, 76), (167, 77), (169, 84), (175, 88), (175, 92)], [(165, 83), (165, 81), (165, 83)]]"
np_training_files/TROPOMISO2_20210313T020935__SAA=-173_SZA=60.npy,"[[(260, 108), (250, 108), (246, 105), (246, 102), (248, 101), (250, 95), (252, 95), (254, 92), (264, 91), (273, 96), (274, 103), (273, 105), (261, 106), (260, 108)], [(246, 135), (241, 134), (241, 128), (247, 121), (251, 120), (253, 117), (255, 117), (258, 113), (262, 112), (263, 110), (264, 112), (268, 112), (270, 115), (270, 119), (259, 130), (254, 132), (253, 134), (246, 135)], [(174, 67), (174, 71), (183, 70), (186, 66), (182, 63)]]"
np_training_files/TROPOMISO2_20210602T234701__SAA=-154_SZA=28.npy,"[[(276, 298), (270, 294), (270, 289), (274, 284), (278, 284), (279, 293)], [(115, 272), (117, 276), (126, 273), (123, 267)], [(54, 282), (56, 286), (66, 283), (61, 278)]]"
np_training_files/TROPOMISO2_20220610T015610__SAA=-164_SZA=34.npy,"[[(87, 108), (76, 108), (75, 106), (69, 105), (65, 100), (70, 95), (80, 95), (81, 97), (86, 98), (91, 104), (87, 108)], [(178, 171), (173, 171), (172, 169), (169, 169), (167, 167), (161, 167), (160, 165), (154, 163), (154, 157), (160, 156), (161, 154), (163, 154), (164, 156), (180, 158), (181, 160), (183, 158), (184, 160), (190, 158), (191, 160), (193, 161), (193, 163), (189, 168), (179, 169), (178, 171)], [(205, 180), (198, 180), (195, 178), (194, 172), (200, 169), (201, 171), (208, 172), (209, 178), (205, 180)]]"
np_training_files/TROPOMISO2_20200317T233850__SAA=-175_SZA=62.npy,"[[(133, 24), (130, 24), (131, 28), (135, 28), (135, 24)], [(190, 30), (191, 34), (193, 34), (198, 31), (197, 26)]]"
np_training_files/TROPOMISO2_20220531T234129__SAA=-156_SZA=30.npy,"[[(84, 204), (79, 202), (79, 191), (81, 189), (84, 191), (84, 196), (86, 197), (86, 201), (84, 202), (84, 204)], [(84, 255), (78, 255), (73, 251), (73, 249), (77, 244), (81, 244), (82, 242), (90, 240), (92, 238), (93, 240), (95, 241), (95, 245), (90, 251), (88, 251), (84, 255)]]"
np_training_files/TROPOMISO2_20220716T004117__SAA=-170_SZA=38.npy,[]
np_training_files/TROPOMISO2_20200813T014311__SAA=-167_SZA=41.npy,"[[(172, 237), (168, 237), (167, 235), (159, 235), (156, 230), (153, 230), (153, 227), (151, 227), (150, 229), (147, 229), (145, 221), (147, 216), (150, 215), (151, 212), (154, 212), (155, 208), (157, 211), (154, 214), (156, 216), (154, 217), (154, 219), (158, 222), (167, 224), (169, 229), (172, 230), (172, 233), (174, 235), (172, 237)]]"
np_training_files/TROPOMISO2_20210822T233135__SAA=-172_SZA=49.npy,[]
np_training_files/TROPOMISO2_20210910T003209__SAA=-162_SZA=47.npy,"[[(147, 215), (131, 215), (130, 213), (127, 213), (128, 208), (131, 205), (145, 204), (146, 202), (147, 204), (148, 202), (150, 204), (151, 202), (157, 202), (158, 205), (156, 211), (148, 213), (147, 215)]]"
np_training_files/TROPOMISO2_20220605T235110__SAA=-171_SZA=39.npy,"[[(9, 21), (9, 16), (8, 14), (4, 10), (1, 9), (0, 11), (0, 14), (0, 16), (2, 16), (4, 17), (5, 19), (8, 22)]]"
np_training_files/TROPOMISO2_20210813T005635__SAA=-160_SZA=34.npy,"[[(255, 255), (236, 255), (233, 252), (233, 247), (238, 242), (244, 241), (246, 238), (253, 238), (257, 235), (267, 235), (271, 245), (270, 249), (268, 251), (256, 253), (255, 255)]]"
np_training_files/TROPOMISO2_20200424T232448__SAA=-167_SZA=44.npy,"[[(142, 135), (136, 134), (131, 127), (126, 127), (125, 125), (120, 123), (113, 123), (112, 121), (104, 120), (103, 117), (96, 116), (95, 114), (93, 114), (92, 116), (91, 114), (89, 114), (88, 116), (84, 116), (83, 114), (79, 114), (79, 111), (77, 109), (81, 105), (99, 106), (100, 108), (109, 110), (110, 112), (123, 114), (124, 116), (128, 116), (131, 119), (141, 121), (143, 126), (143, 134), (142, 135)], [(243, 122), (226, 112), (218, 100), (206, 100), (198, 102), (194, 110), (197, 118), (202, 120), (208, 118), (216, 122), (232, 128), (238, 131)]]"
np_training_files/TROPOMISO2_20220707T014617__SAA=-148_SZA=23.npy,[]
np_training_files/TROPOMISO2_20200807T235311__SAA=-159_SZA=33.npy,"[[(211, 297), (216, 298), (220, 298), (224, 294), (227, 290), (228, 287), (225, 287), (220, 289), (219, 291), (217, 293), (211, 294)]]"
np_training_files/TROPOMISO2_20210825T003135__SAA=-161_SZA=39.npy,"[[(152, 244), (146, 244), (146, 242), (143, 241), (146, 240), (145, 236), (149, 233), (149, 231), (157, 224), (160, 224), (161, 221), (165, 218), (174, 220), (175, 224), (172, 225), (167, 237), (163, 239), (163, 241), (153, 242), (152, 244)], [(292, 264), (288, 262), (285, 256), (288, 255), (289, 252), (295, 251), (299, 248), (301, 242), (303, 241), (303, 236), (305, 234), (309, 231), (325, 232), (326, 240), (315, 247), (310, 259), (305, 260), (304, 262), (292, 264)], [(226, 246), (216, 245), (215, 241), (220, 240), (221, 238), (234, 239), (235, 242), (234, 244), (226, 246)], [(284, 255), (269, 255), (267, 252), (263, 252), (264, 247), (262, 246), (267, 245), (267, 248), (268, 246), (270, 246), (271, 248), (279, 248), (279, 251), (284, 254), (284, 255)], [(199, 237), (208, 245), (219, 250), (228, 250), (235, 247), (246, 250), (262, 255), (272, 258), (276, 265), (290, 267), (300, 267), (301, 264), (312, 257), (316, 248), (321, 245), (331, 243), (329, 235), (318, 233), (306, 232), (298, 233), (299, 239), (302, 241), (304, 247), (298, 250), (289, 251), (279, 250), (270, 247), (261, 243), (252, 241), (239, 238), (227, 239), (222, 241), (212, 238), (200, 232)], [(199, 237), (208, 245), (219, 250), (228, 250), (235, 247), (246, 250), (262, 255), (272, 258), (276, 265), (290, 267), (300, 267), (301, 264), (312, 257), (316, 248), (321, 245), (331, 243), (329, 235), (318, 233), (306, 232), (298, 233), (299, 239), (302, 241), (304, 247), (298, 250), (289, 251), (279, 250), (270, 247), (261, 243), (252, 241), (239, 238), (227, 239), (222, 241), (212, 238), (200, 232)], [(199, 237), (208, 245), (219, 250), (228, 250), (235, 247), (246, 250), (262, 255), (272, 258), (276, 265), (290, 267), (300, 267), (301, 264), (312, 257), (316, 248), (321, 245), (331, 243), (329, 235), (318, 233), (306, 232), (298, 233), (299, 239), (302, 241), (304, 247), (298, 250), (289, 251), (279, 250), (270, 247), (261, 243), (252, 241), (239, 238), (227, 239), (222, 241), (212, 238), (200, 232)], [(199, 237), (208, 245), (219, 250), (228, 250), (235, 247), (246, 250), (262, 255), (272, 258), (276, 265), (290, 267), (300, 267), (301, 264), (312, 257), (316, 248), (321, 245), (331, 243), (329, 235), (318, 233), (306, 232), (298, 233), (299, 239), (302, 241), (304, 247), (298, 250), (289, 251), (279, 250), (270, 247), (261, 243), (252, 241), (239, 238), (227, 239), (222, 241), (212, 238), (200, 232)]]"
np_training_files/TROPOMISO2_20220704T010617__SAA=-168_SZA=35.npy,"[[(21, 188), (19, 169), (21, 149), (28, 147), (33, 150), (29, 164), (27, 174), (28, 185)], [(21, 188), (19, 169), (21, 149), (28, 147), (33, 150), (29, 164), (27, 174), (28, 185)]]"
np_training_files/TROPOMISO2_20220502T004756__SAA=-168_SZA=44.npy,"[[(184, 15), (181, 15), (179, 16), (179, 19), (182, 19), (183, 19), (184, 18), (185, 17)]]"
np_training_files/TROPOMISO2_20210610T005616__SAA=-152_SZA=26.npy,[]
np_training_files/TROPOMISO2_20200712T234408__SAA=-171_SZA=38.npy,[]
np_training_files/TROPOMISO2_20200614T020732__SAA=-157_SZA=28.npy,"[[(252, 312), (246, 312), (242, 310), (242, 300), (237, 285), (237, 279), (239, 277), (248, 278), (252, 285), (260, 286), (261, 288), (267, 289), (269, 292), (277, 292), (281, 297), (277, 301), (271, 301), (270, 303), (264, 304), (263, 306), (258, 307), (256, 310), (252, 312)], [(293, 312), (283, 312), (281, 310), (281, 302), (296, 299), (298, 296), (306, 293), (307, 289), (306, 286), (304, 285), (304, 282), (309, 277), (314, 278), (316, 281), (318, 282), (319, 288), (313, 289), (306, 304), (302, 306), (299, 310), (293, 312)]]"
np_training_files/TROPOMISO2_20210312T004435__SAA=-167_SZA=52.npy,"[[(0, 113), (4, 112), (6, 115), (7, 119), (9, 120), (9, 124), (13, 128), (14, 132), (13, 145), (6, 147), (0, 146)]]"
np_training_files/TROPOMISO2_20210521T003151__SAA=-156_SZA=31.npy,"[[(165, 197), (159, 197), (157, 194), (158, 187), (161, 185), (160, 180), (158, 179), (158, 172), (161, 169), (165, 169), (166, 171), (171, 172), (175, 179), (175, 186), (172, 187), (172, 190), (165, 197)], [(136, 227), (127, 227), (127, 225), (125, 224), (127, 223), (128, 217), (140, 205), (149, 205), (150, 209), (149, 213), (147, 214), (146, 218), (139, 224), (139, 226), (136, 227)]]"
np_training_files/TROPOMISO2_20200603T003318__SAA=-160_SZA=32.npy,[]
np_training_files/TROPOMISO2_20220819T234218__SAA=-164_SZA=40.npy,[]
np_training_files/TROPOMISO2_20210518T012803__SAA=-152_SZA=29.npy,"[[(336, 270), (331, 270), (328, 265), (326, 264), (328, 263), (331, 257), (344, 256), (348, 261), (348, 266), (344, 268), (337, 268), (336, 270)], [(113, 350), (112, 348), (106, 348), (97, 341), (93, 340), (91, 337), (92, 334), (91, 332), (88, 332), (87, 330), (82, 329), (76, 326), (77, 320), (102, 319), (103, 321), (108, 323), (109, 326), (108, 328), (104, 329), (101, 333), (108, 336), (109, 340), (112, 342), (114, 346), (113, 350)], [(36, 341), (31, 340), (32, 335), (40, 332), (39, 340), (36, 341)], [(328, 265), (322, 277), (309, 279), (303, 279), (297, 286), (298, 296), (308, 293), (314, 291), (325, 289), (335, 272), (337, 268), (344, 269), (346, 264), (343, 259), (335, 256), (332, 257), (330, 261)], [(125, 351), (114, 342), (100, 335), (81, 333), (64, 332), (44, 333), (34, 334), (32, 340), (34, 342), (37, 342), (40, 339), (53, 339), (69, 339), (88, 341), (101, 344), (112, 351)]]"
